query,dataset,runtime
22.sql,tpch,3703
10.sql,tpch,10203
31.sql,tpch,3973
28.sql,tpch,11965
36.sql,tpch,2595
3.sql,tpch,8636
7.sql,tpch,13260
35.sql,tpch,2254
16.sql,tpch,6559
24.sql,tpch,14085
4.sql,tpch,5826
8.sql,tpch,25198
19.sql,tpch,4838
26.sql,tpch,8283
38.sql,tpch,2784
18.sql,tpch,25064
30.sql,tpch,8775
23.sql,tpch,6728
37.sql,tpch,2222
32.sql,tpch,6512
12.sql,tpch,5011
6.sql,tpch,1524
21.sql,tpch,20652
25.sql,tpch,23324
17.sql,tpch,31388
11.sql,tpch,2208
27.sql,tpch,7847
9.sql,tpch,64086
2.sql,tpch,6755
29.sql,tpch,8531
33.sql,tpch,7496
34.sql,tpch,10166
15.sql,tpch,5493
1.sql,tpch,26578
14.sql,tpch,2712
20.sql,tpch,8352
13.sql,tpch,13551
5.sql,tpch,13706
22.sql,tpch,3769
10.sql,tpch,9300
31.sql,tpch,3405
28.sql,tpch,8588
36.sql,tpch,2734
3.sql,tpch,8336
7.sql,tpch,19133
35.sql,tpch,1984
16.sql,tpch,7301
24.sql,tpch,14354
4.sql,tpch,6041
8.sql,tpch,29779
19.sql,tpch,5049
26.sql,tpch,8217
38.sql,tpch,2899
18.sql,tpch,25477
30.sql,tpch,9316
23.sql,tpch,6774
37.sql,tpch,2052
32.sql,tpch,6285
12.sql,tpch,4997
6.sql,tpch,1637
21.sql,tpch,24662
25.sql,tpch,23204
17.sql,tpch,26422
11.sql,tpch,2096
27.sql,tpch,8278
9.sql,tpch,56616
2.sql,tpch,6890
29.sql,tpch,8883
33.sql,tpch,8582
34.sql,tpch,12400
15.sql,tpch,5837
1.sql,tpch,27351
14.sql,tpch,2718
20.sql,tpch,8162
13.sql,tpch,10036
5.sql,tpch,14649
22.sql,tpch,3340
10.sql,tpch,9771
31.sql,tpch,3224
28.sql,tpch,8157
36.sql,tpch,2820
3.sql,tpch,12766
7.sql,tpch,32152
35.sql,tpch,2624
16.sql,tpch,7287
24.sql,tpch,14934
4.sql,tpch,5822
8.sql,tpch,35344
19.sql,tpch,4669
26.sql,tpch,7937
38.sql,tpch,3312
18.sql,tpch,25652
30.sql,tpch,10107
23.sql,tpch,7507
37.sql,tpch,2167
32.sql,tpch,5544
12.sql,tpch,4802
6.sql,tpch,1648
21.sql,tpch,30163
25.sql,tpch,24698
17.sql,tpch,40630
11.sql,tpch,2233
27.sql,tpch,8136
9.sql,tpch,76993
2.sql,tpch,6791
29.sql,tpch,7860
33.sql,tpch,8426
34.sql,tpch,12894
15.sql,tpch,5256
1.sql,tpch,26580
14.sql,tpch,2768
20.sql,tpch,8302
13.sql,tpch,11946
5.sql,tpch,19743
22.sql,tpch,3236
10.sql,tpch,9510
31.sql,tpch,3288
28.sql,tpch,9076
36.sql,tpch,2377
3.sql,tpch,8086
7.sql,tpch,12226
35.sql,tpch,2808
16.sql,tpch,6934
24.sql,tpch,14008
4.sql,tpch,7466
8.sql,tpch,16318
19.sql,tpch,4681
26.sql,tpch,8981
38.sql,tpch,3275
18.sql,tpch,25645
30.sql,tpch,8627
23.sql,tpch,6817
37.sql,tpch,2049
32.sql,tpch,5936
12.sql,tpch,5550
6.sql,tpch,1591
21.sql,tpch,20755
25.sql,tpch,23248
17.sql,tpch,36922
11.sql,tpch,2290
27.sql,tpch,8436
9.sql,tpch,29443
2.sql,tpch,6856
29.sql,tpch,8557
33.sql,tpch,7782
34.sql,tpch,10653
15.sql,tpch,5226
1.sql,tpch,27226
14.sql,tpch,2702
20.sql,tpch,8742
13.sql,tpch,7197
5.sql,tpch,12483
22.sql,tpch,3763
10.sql,tpch,9608
31.sql,tpch,3673
28.sql,tpch,8096
36.sql,tpch,2263
3.sql,tpch,8206
7.sql,tpch,14633
35.sql,tpch,2108
16.sql,tpch,6684
24.sql,tpch,14816
4.sql,tpch,5789
8.sql,tpch,16405
19.sql,tpch,4055
26.sql,tpch,8707
query64.sql,tpcds,57401
query85.sql,tpcds,5954
query17.sql,tpcds,13838
query131.sql,tpcds,2190
query112.sql,tpcds,2196
query58.sql,tpcds,5646
query36.sql,tpcds,2443
query121.sql,tpcds,2175
query115.sql,tpcds,2050
query20.sql,tpcds,1710
query22.sql,tpcds,3251
query49.sql,tpcds,9699
query83.sql,tpcds,2674
query71.sql,tpcds,2570
query108.sql,tpcds,1295
query11.sql,tpcds,24391
query125.sql,tpcds,1611
query5.sql,tpcds,7075
query116.sql,tpcds,2036
query6.sql,tpcds,5797
query92.sql,tpcds,1566
query104.sql,tpcds,954
query88.sql,tpcds,6625
query65.sql,tpcds,5122
query52.sql,tpcds,975
query130.sql,tpcds,1980
query31.sql,tpcds,9216
query114.sql,tpcds,1898
query54.sql,tpcds,5778
query76.sql,tpcds,3008
query72.sql,tpcds,25675
query18.sql,tpcds,3586
query35.sql,tpcds,6267
query100.sql,tpcds,869
query95.sql,tpcds,11059
query90.sql,tpcds,1812
query7.sql,tpcds,3366
query37.sql,tpcds,1897
query21.sql,tpcds,1687
query93.sql,tpcds,10165
query129.sql,tpcds,1400
query109.sql,tpcds,1644
query126.sql,tpcds,1736
query29.sql,tpcds,13101
query50.sql,tpcds,5922
query87.sql,tpcds,9871
query10.sql,tpcds,4706
query118.sql,tpcds,2409
query82.sql,tpcds,3192
query117.sql,tpcds,2019
query120.sql,tpcds,1844
query98.sql,tpcds,1430
query122.sql,tpcds,1881
query33.sql,tpcds,4064
query94.sql,tpcds,4715
query9.sql,tpcds,6339
query101.sql,tpcds,1196
query42.sql,tpcds,849
query70.sql,tpcds,2810
query73.sql,tpcds,2238
query16.sql,tpcds,6763
query26.sql,tpcds,2706
query32.sql,tpcds,1693
query123.sql,tpcds,1943
query43.sql,tpcds,1531
query99.sql,tpcds,2294
query34.sql,tpcds,2386
query86.sql,tpcds,1414
query25.sql,tpcds,13013
query66.sql,tpcds,4482
query128.sql,tpcds,1695
query102.sql,tpcds,826
query59.sql,tpcds,4097
query107.sql,tpcds,824
query12.sql,tpcds,1875
query69.sql,tpcds,3971
query124.sql,tpcds,1529
query113.sql,tpcds,2107
query27.sql,tpcds,2334
query38.sql,tpcds,9010
query77.sql,tpcds,27455
query103.sql,tpcds,788
query19.sql,tpcds,2157
query81.sql,tpcds,3853
query13.sql,tpcds,2699
query48.sql,tpcds,2846
query4.sql,tpcds,42486
query63.sql,tpcds,1408
query91.sql,tpcds,1664
query28.sql,tpcds,8517
query68.sql,tpcds,3258
query55.sql,tpcds,1348
query41.sql,tpcds,545
query61.sql,tpcds,1789
query47.sql,tpcds,16145
query56.sql,tpcds,3875
query51.sql,tpcds,12683
query96.sql,tpcds,1103
query3.sql,tpcds,879
query84.sql,tpcds,2379
query45.sql,tpcds,2189
query60.sql,tpcds,5251
query89.sql,tpcds,2365
query8.sql,tpcds,2679
query2.sql,tpcds,3283
query97.sql,tpcds,6494
query75.sql,tpcds,32081
query80.sql,tpcds,23010
query111.sql,tpcds,1842
query15.sql,tpcds,2569
query106.sql,tpcds,1313
query79.sql,tpcds,2431
query40.sql,tpcds,4801
query57.sql,tpcds,8867
query110.sql,tpcds,1531
query78.sql,tpcds,23243
query62.sql,tpcds,1809
query127.sql,tpcds,1663
query105.sql,tpcds,1041
query44.sql,tpcds,2721
query1.sql,tpcds,3862
query74.sql,tpcds,23635
query53.sql,tpcds,1411
query46.sql,tpcds,2267
query119.sql,tpcds,2492
query64.sql,tpcds,74404
query85.sql,tpcds,4160
query17.sql,tpcds,12656
query131.sql,tpcds,1974
query112.sql,tpcds,2103
query58.sql,tpcds,3108
query36.sql,tpcds,2146
query121.sql,tpcds,1953
query115.sql,tpcds,2539
query20.sql,tpcds,1389
query22.sql,tpcds,2964
query49.sql,tpcds,8300
query83.sql,tpcds,2483
query71.sql,tpcds,3361
query108.sql,tpcds,1804
query11.sql,tpcds,26657
query125.sql,tpcds,1565
query5.sql,tpcds,6536
query116.sql,tpcds,2018
query6.sql,tpcds,5996
query92.sql,tpcds,2306
query104.sql,tpcds,814
query88.sql,tpcds,6336
query65.sql,tpcds,5384
query52.sql,tpcds,1142
query130.sql,tpcds,1547
query31.sql,tpcds,8032
query114.sql,tpcds,1946
query54.sql,tpcds,5478
query76.sql,tpcds,3350
query72.sql,tpcds,26067
query18.sql,tpcds,3542
query35.sql,tpcds,5984
query100.sql,tpcds,769
query95.sql,tpcds,11626
query90.sql,tpcds,1797
query7.sql,tpcds,3782
query37.sql,tpcds,2255
query21.sql,tpcds,1726
query93.sql,tpcds,9899
query129.sql,tpcds,1873
query109.sql,tpcds,1557
query126.sql,tpcds,1639
query29.sql,tpcds,16994
query50.sql,tpcds,6397
query87.sql,tpcds,9466
query10.sql,tpcds,5422
query118.sql,tpcds,2553
query82.sql,tpcds,3136
query117.sql,tpcds,2176
query120.sql,tpcds,1657
query98.sql,tpcds,1673
query122.sql,tpcds,1615
query33.sql,tpcds,3568
query94.sql,tpcds,4808
query9.sql,tpcds,5647
query101.sql,tpcds,661
query42.sql,tpcds,963
query70.sql,tpcds,2869
query73.sql,tpcds,2026
query16.sql,tpcds,7297
query26.sql,tpcds,2463
query32.sql,tpcds,1819
query123.sql,tpcds,2299
query43.sql,tpcds,1506
query99.sql,tpcds,2525
query34.sql,tpcds,2541
query86.sql,tpcds,1564
query25.sql,tpcds,13109
query66.sql,tpcds,4172
query128.sql,tpcds,1517
query102.sql,tpcds,715
query59.sql,tpcds,3816
query107.sql,tpcds,1049
query12.sql,tpcds,2051
query69.sql,tpcds,3448
query124.sql,tpcds,1511
query113.sql,tpcds,2137
query27.sql,tpcds,2824
query38.sql,tpcds,9292
query77.sql,tpcds,27457
query103.sql,tpcds,1132
query19.sql,tpcds,2249
query81.sql,tpcds,3455
query13.sql,tpcds,2870
query48.sql,tpcds,3383
query4.sql,tpcds,45567
query63.sql,tpcds,1785
query91.sql,tpcds,1260
query28.sql,tpcds,8046
query68.sql,tpcds,3184
query55.sql,tpcds,991
query41.sql,tpcds,505
query61.sql,tpcds,2449
query47.sql,tpcds,20327
query56.sql,tpcds,3923
query51.sql,tpcds,11755
query96.sql,tpcds,972
query3.sql,tpcds,1752
query84.sql,tpcds,2245
query45.sql,tpcds,1884
query60.sql,tpcds,4030
query89.sql,tpcds,1704
query8.sql,tpcds,2441
query2.sql,tpcds,3362
query97.sql,tpcds,6000
query75.sql,tpcds,22524
query80.sql,tpcds,19984
query111.sql,tpcds,1580
query15.sql,tpcds,2993
query106.sql,tpcds,1016
query79.sql,tpcds,2195
query40.sql,tpcds,5590
query57.sql,tpcds,8741
query110.sql,tpcds,1399
query78.sql,tpcds,23586
query62.sql,tpcds,1762
query127.sql,tpcds,1909
query105.sql,tpcds,1343
query44.sql,tpcds,2572
query1.sql,tpcds,3715
query74.sql,tpcds,25116
query53.sql,tpcds,1572
query46.sql,tpcds,2518
query119.sql,tpcds,3072
query64.sql,tpcds,82276
query85.sql,tpcds,3982
query17.sql,tpcds,28033
query131.sql,tpcds,1271
query112.sql,tpcds,1886
query58.sql,tpcds,3147
query36.sql,tpcds,2104
query121.sql,tpcds,2335
query115.sql,tpcds,2062
query20.sql,tpcds,1232
query22.sql,tpcds,3410
query49.sql,tpcds,8536
query83.sql,tpcds,3100
query71.sql,tpcds,3207
query108.sql,tpcds,1381
query11.sql,tpcds,26548
query125.sql,tpcds,1542
query5.sql,tpcds,7139
query116.sql,tpcds,2297
query6.sql,tpcds,6211
query92.sql,tpcds,2271
query104.sql,tpcds,769
query88.sql,tpcds,6522
query65.sql,tpcds,6138
query52.sql,tpcds,1183
query130.sql,tpcds,1331
query31.sql,tpcds,8544
query114.sql,tpcds,2184
query54.sql,tpcds,5840
query76.sql,tpcds,3121
query72.sql,tpcds,25503
query18.sql,tpcds,4435
query35.sql,tpcds,5958
query100.sql,tpcds,990
query95.sql,tpcds,12862
query90.sql,tpcds,1629
query7.sql,tpcds,3476
query37.sql,tpcds,2302
query21.sql,tpcds,1843
query93.sql,tpcds,10071
query129.sql,tpcds,1269
query109.sql,tpcds,2121
query126.sql,tpcds,1961
query29.sql,tpcds,13501
query50.sql,tpcds,11194
query87.sql,tpcds,9171
query10.sql,tpcds,4815
query118.sql,tpcds,2139
query82.sql,tpcds,2553
query117.sql,tpcds,2059
query120.sql,tpcds,2004
query98.sql,tpcds,1578
query122.sql,tpcds,1796
query33.sql,tpcds,3250
query94.sql,tpcds,4947
query9.sql,tpcds,6081
query101.sql,tpcds,1634
query42.sql,tpcds,824
query70.sql,tpcds,3401
query73.sql,tpcds,2707
query16.sql,tpcds,7432
query26.sql,tpcds,2594
query32.sql,tpcds,1612
query123.sql,tpcds,2123
query43.sql,tpcds,1462
query99.sql,tpcds,2123
query34.sql,tpcds,2574
query86.sql,tpcds,1643
query25.sql,tpcds,14178
query66.sql,tpcds,4533
query128.sql,tpcds,1629
query102.sql,tpcds,1155
query59.sql,tpcds,3830
query107.sql,tpcds,1021
query12.sql,tpcds,1574
query69.sql,tpcds,3399
query124.sql,tpcds,1497
query113.sql,tpcds,2011
query27.sql,tpcds,2622
query38.sql,tpcds,9395
query77.sql,tpcds,27512
query103.sql,tpcds,924
query19.sql,tpcds,2398
query81.sql,tpcds,3833
query13.sql,tpcds,2995
query48.sql,tpcds,3035
query4.sql,tpcds,44783
query63.sql,tpcds,1563
query91.sql,tpcds,1514
query28.sql,tpcds,7530
query68.sql,tpcds,2423
query55.sql,tpcds,852
query41.sql,tpcds,485
query61.sql,tpcds,1705
query47.sql,tpcds,17055
query56.sql,tpcds,3935
query51.sql,tpcds,12666
query96.sql,tpcds,973
query3.sql,tpcds,1143
query84.sql,tpcds,2316
query45.sql,tpcds,2008
query60.sql,tpcds,4330
query89.sql,tpcds,2112
query8.sql,tpcds,3148
query2.sql,tpcds,3178
query97.sql,tpcds,5676
query75.sql,tpcds,22783
query80.sql,tpcds,20330
query111.sql,tpcds,2309
query15.sql,tpcds,2757
query106.sql,tpcds,1036
query79.sql,tpcds,2360
query40.sql,tpcds,5472
query57.sql,tpcds,8840
query110.sql,tpcds,1523
query78.sql,tpcds,25907
query62.sql,tpcds,1612
query127.sql,tpcds,1738
query105.sql,tpcds,789
query44.sql,tpcds,2656
query1.sql,tpcds,3231
query74.sql,tpcds,25968
query53.sql,tpcds,2105
query46.sql,tpcds,3231
query119.sql,tpcds,2344
query64.sql,tpcds,80524
query85.sql,tpcds,4447
query17.sql,tpcds,13565
query131.sql,tpcds,1866
query112.sql,tpcds,1941
query58.sql,tpcds,3275
query36.sql,tpcds,2250
query121.sql,tpcds,2010
query115.sql,tpcds,2312
query20.sql,tpcds,1230
query22.sql,tpcds,3241
query49.sql,tpcds,7272
query83.sql,tpcds,2593
query71.sql,tpcds,3889
query108.sql,tpcds,1324
query11.sql,tpcds,25662
query125.sql,tpcds,1505
query5.sql,tpcds,6531
query116.sql,tpcds,1824
query6.sql,tpcds,6300
query92.sql,tpcds,1979
query104.sql,tpcds,780
query88.sql,tpcds,5843
query65.sql,tpcds,4841
query52.sql,tpcds,991
query130.sql,tpcds,1662
query31.sql,tpcds,8424
query114.sql,tpcds,2411
query54.sql,tpcds,5964
query76.sql,tpcds,2925
query72.sql,tpcds,26000
query18.sql,tpcds,3830
query35.sql,tpcds,6762
query100.sql,tpcds,882
query95.sql,tpcds,11429
query90.sql,tpcds,1925
query7.sql,tpcds,3763
query37.sql,tpcds,2315
query21.sql,tpcds,1997
query93.sql,tpcds,10312
query129.sql,tpcds,1549
query109.sql,tpcds,1226
query126.sql,tpcds,1600
query29.sql,tpcds,12652
query50.sql,tpcds,6263
query87.sql,tpcds,9695
query10.sql,tpcds,5085
query118.sql,tpcds,2117
query82.sql,tpcds,2656
query117.sql,tpcds,2119
query120.sql,tpcds,2052
query98.sql,tpcds,1572
query122.sql,tpcds,1893
query33.sql,tpcds,3703
query94.sql,tpcds,4794
query9.sql,tpcds,5593
query101.sql,tpcds,702
query42.sql,tpcds,1017
query70.sql,tpcds,2644
query73.sql,tpcds,1659
query16.sql,tpcds,6769
query26.sql,tpcds,2591
query32.sql,tpcds,1596
query123.sql,tpcds,2226
query43.sql,tpcds,1456
query99.sql,tpcds,2255
query34.sql,tpcds,2716
query86.sql,tpcds,1412
query25.sql,tpcds,13878
query66.sql,tpcds,4551
query128.sql,tpcds,1581
query102.sql,tpcds,877
query59.sql,tpcds,4150
query107.sql,tpcds,994
query12.sql,tpcds,2285
query69.sql,tpcds,3854
query124.sql,tpcds,1500
query113.sql,tpcds,1948
query27.sql,tpcds,2558
query38.sql,tpcds,9169
query77.sql,tpcds,27160
query103.sql,tpcds,890
query19.sql,tpcds,2879
query81.sql,tpcds,3626
query13.sql,tpcds,2528
query48.sql,tpcds,2956
query4.sql,tpcds,42721
query63.sql,tpcds,1534
query91.sql,tpcds,1640
query28.sql,tpcds,7871
query68.sql,tpcds,3124
query55.sql,tpcds,1363
query41.sql,tpcds,520
query61.sql,tpcds,1809
query47.sql,tpcds,16329
query56.sql,tpcds,3866
query51.sql,tpcds,11697
query96.sql,tpcds,1151
query3.sql,tpcds,944
query84.sql,tpcds,2317
query45.sql,tpcds,2164
query60.sql,tpcds,4979
query89.sql,tpcds,1949
query8.sql,tpcds,2641
query2.sql,tpcds,3364
query97.sql,tpcds,5616
query75.sql,tpcds,20152
query80.sql,tpcds,21114
query111.sql,tpcds,1502
query15.sql,tpcds,2688
query106.sql,tpcds,1009
query79.sql,tpcds,2441
query40.sql,tpcds,4770
query57.sql,tpcds,8441
query110.sql,tpcds,1681
query78.sql,tpcds,39769
query62.sql,tpcds,1562
query127.sql,tpcds,1712
query105.sql,tpcds,760
query44.sql,tpcds,2501
query1.sql,tpcds,3631
query74.sql,tpcds,26663
query53.sql,tpcds,1661
query46.sql,tpcds,2955
query119.sql,tpcds,2722
query64.sql,tpcds,132829
query85.sql,tpcds,4622
query17.sql,tpcds,30932
query131.sql,tpcds,2185
query112.sql,tpcds,1855
query58.sql,tpcds,3718
query36.sql,tpcds,2555
query121.sql,tpcds,1935
query115.sql,tpcds,2347
query20.sql,tpcds,1228
query22.sql,tpcds,3119
query49.sql,tpcds,9885
query83.sql,tpcds,3455
query71.sql,tpcds,2269
query108.sql,tpcds,1598
query11.sql,tpcds,46714
query125.sql,tpcds,1627
query5.sql,tpcds,6152
query116.sql,tpcds,1869
query6.sql,tpcds,5774
query92.sql,tpcds,1956
query104.sql,tpcds,1253
query88.sql,tpcds,6232
query65.sql,tpcds,5146
query52.sql,tpcds,890
query130.sql,tpcds,1908
query31.sql,tpcds,9769
query114.sql,tpcds,2390
query54.sql,tpcds,5666
query76.sql,tpcds,3284
query72.sql,tpcds,25780
query18.sql,tpcds,3395
query35.sql,tpcds,6046
query100.sql,tpcds,892
query95.sql,tpcds,10971
query90.sql,tpcds,1674
query7.sql,tpcds,4170
query37.sql,tpcds,1711
query21.sql,tpcds,1564
query93.sql,tpcds,10492
query129.sql,tpcds,1623
query109.sql,tpcds,1503
query126.sql,tpcds,1617
query29.sql,tpcds,23600
query50.sql,tpcds,12828
query87.sql,tpcds,9536
query10.sql,tpcds,4905
query118.sql,tpcds,2307
query82.sql,tpcds,2726
query117.sql,tpcds,2240
query120.sql,tpcds,1848
query98.sql,tpcds,1676
query122.sql,tpcds,1962
query33.sql,tpcds,4012
query94.sql,tpcds,4885
query9.sql,tpcds,5160
query101.sql,tpcds,781
query42.sql,tpcds,940
query70.sql,tpcds,2757
query73.sql,tpcds,2200
query16.sql,tpcds,6804
query26.sql,tpcds,2710
query32.sql,tpcds,1477
query123.sql,tpcds,2236
query43.sql,tpcds,1474
query99.sql,tpcds,2480
query34.sql,tpcds,2865
query86.sql,tpcds,1509
query25.sql,tpcds,13124
query66.sql,tpcds,4669
query128.sql,tpcds,1573
query102.sql,tpcds,1228
query59.sql,tpcds,3859
query107.sql,tpcds,1305
query12.sql,tpcds,2224
query69.sql,tpcds,3288
query124.sql,tpcds,1417
query113.sql,tpcds,1819
query27.sql,tpcds,2586
query38.sql,tpcds,12517
query77.sql,tpcds,27252
query103.sql,tpcds,935
query19.sql,tpcds,2244
query81.sql,tpcds,3385
query13.sql,tpcds,2013
query48.sql,tpcds,2818
query4.sql,tpcds,52616
query63.sql,tpcds,1298
query91.sql,tpcds,1675
query28.sql,tpcds,8175
query68.sql,tpcds,3028
query55.sql,tpcds,1159
query41.sql,tpcds,473
query61.sql,tpcds,1774
query47.sql,tpcds,17997
query56.sql,tpcds,3492
query51.sql,tpcds,11759
query96.sql,tpcds,1377
query3.sql,tpcds,1169
query84.sql,tpcds,2249
query45.sql,tpcds,2188
query60.sql,tpcds,3263
query89.sql,tpcds,1791
query8.sql,tpcds,2638
query2.sql,tpcds,3293
query97.sql,tpcds,5813
query75.sql,tpcds,35709
query80.sql,tpcds,24725
query111.sql,tpcds,1658
query15.sql,tpcds,2713
query106.sql,tpcds,875
query79.sql,tpcds,2670
query40.sql,tpcds,5269
query57.sql,tpcds,8441
query110.sql,tpcds,1471
query78.sql,tpcds,24019
query62.sql,tpcds,2144
query127.sql,tpcds,1790
query105.sql,tpcds,1229
query44.sql,tpcds,3028
query1.sql,tpcds,3390
query74.sql,tpcds,24912
query53.sql,tpcds,1372
query46.sql,tpcds,2896
query119.sql,tpcds,2850
query64.sql,tpcds,68960
query85.sql,tpcds,4258
query17.sql,tpcds,14311
query131.sql,tpcds,1618
query112.sql,tpcds,1481
query58.sql,tpcds,3892
query36.sql,tpcds,2390
query121.sql,tpcds,1808
query115.sql,tpcds,2876
query20.sql,tpcds,1292
query22.sql,tpcds,3162
query49.sql,tpcds,8033
query83.sql,tpcds,2776
query71.sql,tpcds,3339
query108.sql,tpcds,1417
query11.sql,tpcds,24531
query125.sql,tpcds,1570
query5.sql,tpcds,6776
query116.sql,tpcds,2436
query6.sql,tpcds,6114
query92.sql,tpcds,1536
query104.sql,tpcds,777
query88.sql,tpcds,6104
query65.sql,tpcds,4976
query52.sql,tpcds,829
query130.sql,tpcds,1521
query31.sql,tpcds,9079
query114.sql,tpcds,1864
query54.sql,tpcds,5381
query76.sql,tpcds,2821
query72.sql,tpcds,26861
query18.sql,tpcds,3670
query35.sql,tpcds,6436
query100.sql,tpcds,1493
query95.sql,tpcds,11252
query90.sql,tpcds,1791
query7.sql,tpcds,3465
query37.sql,tpcds,2105
query21.sql,tpcds,1855
query93.sql,tpcds,10095
query129.sql,tpcds,1347
query109.sql,tpcds,1383
query126.sql,tpcds,1725
query29.sql,tpcds,19628
query50.sql,tpcds,10913
query87.sql,tpcds,10066
query10.sql,tpcds,5033
query118.sql,tpcds,2447
query82.sql,tpcds,2526
query117.sql,tpcds,2486
query120.sql,tpcds,1844
query98.sql,tpcds,1589
query122.sql,tpcds,1829
query33.sql,tpcds,3291
query94.sql,tpcds,4623
query9.sql,tpcds,5724
query101.sql,tpcds,1701
query42.sql,tpcds,1147
query70.sql,tpcds,2741
query73.sql,tpcds,2459
query16.sql,tpcds,6385
query26.sql,tpcds,2636
query32.sql,tpcds,1311
query123.sql,tpcds,2118
query43.sql,tpcds,1513
query99.sql,tpcds,2613
query34.sql,tpcds,2134
query86.sql,tpcds,1552
query25.sql,tpcds,13194
query66.sql,tpcds,4366
query128.sql,tpcds,1760
query102.sql,tpcds,1222
query59.sql,tpcds,3938
query107.sql,tpcds,1065
query12.sql,tpcds,1787
query69.sql,tpcds,4186
query124.sql,tpcds,1448
query113.sql,tpcds,1898
query27.sql,tpcds,2460
query38.sql,tpcds,9026
query77.sql,tpcds,27557
query103.sql,tpcds,1128
query19.sql,tpcds,2401
