query,dataset,runtime
3.sql,tpch,8276
7.sql,tpch,14608
35.sql,tpch,1961
16.sql,tpch,6658
24.sql,tpch,14897
4.sql,tpch,6782
8.sql,tpch,15879
19.sql,tpch,3760
26.sql,tpch,8485
38.sql,tpch,3010
18.sql,tpch,25894
30.sql,tpch,10780
23.sql,tpch,6702
37.sql,tpch,2645
32.sql,tpch,5742
12.sql,tpch,5130
6.sql,tpch,1866
21.sql,tpch,21669
25.sql,tpch,24049
17.sql,tpch,25113
11.sql,tpch,2487
27.sql,tpch,8097
9.sql,tpch,36560
2.sql,tpch,6165
29.sql,tpch,7894
33.sql,tpch,13075
34.sql,tpch,12152
15.sql,tpch,5437
1.sql,tpch,26406
14.sql,tpch,2797
20.sql,tpch,8654
13.sql,tpch,7172
5.sql,tpch,15024
22.sql,tpch,3763
10.sql,tpch,9352
31.sql,tpch,3799
28.sql,tpch,8996
36.sql,tpch,2363
3.sql,tpch,10258
7.sql,tpch,29756
35.sql,tpch,2024
16.sql,tpch,6534
24.sql,tpch,14303
4.sql,tpch,6986
8.sql,tpch,34505
19.sql,tpch,5843
26.sql,tpch,8144
38.sql,tpch,2645
18.sql,tpch,25091
30.sql,tpch,8635
23.sql,tpch,6730
37.sql,tpch,2439
32.sql,tpch,5427
12.sql,tpch,4992
6.sql,tpch,1664
21.sql,tpch,22205
25.sql,tpch,24502
17.sql,tpch,28175
11.sql,tpch,2748
27.sql,tpch,8172
9.sql,tpch,195863
2.sql,tpch,6833
29.sql,tpch,8806
33.sql,tpch,7726
34.sql,tpch,10709
15.sql,tpch,5950
1.sql,tpch,26587
14.sql,tpch,2832
20.sql,tpch,8177
13.sql,tpch,7503
5.sql,tpch,20678
22.sql,tpch,3522
10.sql,tpch,8756
31.sql,tpch,3783
28.sql,tpch,7553
36.sql,tpch,2415
3.sql,tpch,8062
7.sql,tpch,12737
35.sql,tpch,2064
16.sql,tpch,6561
24.sql,tpch,13900
4.sql,tpch,5817
8.sql,tpch,61119
19.sql,tpch,4605
26.sql,tpch,8199
38.sql,tpch,2852
18.sql,tpch,24920
30.sql,tpch,10099
23.sql,tpch,6837
37.sql,tpch,2461
32.sql,tpch,5414
12.sql,tpch,5074
6.sql,tpch,1699
21.sql,tpch,31458
25.sql,tpch,25071
17.sql,tpch,37252
11.sql,tpch,2674
27.sql,tpch,7483
9.sql,tpch,134743
2.sql,tpch,6695
29.sql,tpch,8421
33.sql,tpch,15746
34.sql,tpch,25847
15.sql,tpch,5539
1.sql,tpch,28114
14.sql,tpch,2795
20.sql,tpch,8424
13.sql,tpch,7510
5.sql,tpch,30969
22.sql,tpch,3440
10.sql,tpch,10841
31.sql,tpch,3665
28.sql,tpch,9184
36.sql,tpch,2440
3.sql,tpch,8034
7.sql,tpch,12687
35.sql,tpch,1863
16.sql,tpch,6526
24.sql,tpch,14042
4.sql,tpch,5950
8.sql,tpch,37692
19.sql,tpch,4192
26.sql,tpch,8092
38.sql,tpch,2731
18.sql,tpch,25703
30.sql,tpch,10085
23.sql,tpch,6886
37.sql,tpch,2373
32.sql,tpch,5371
12.sql,tpch,5209
6.sql,tpch,1743
21.sql,tpch,26020
25.sql,tpch,23984
17.sql,tpch,40720
11.sql,tpch,2455
27.sql,tpch,8358
9.sql,tpch,152349
2.sql,tpch,6226
29.sql,tpch,8384
33.sql,tpch,9568
34.sql,tpch,15342
15.sql,tpch,5568
1.sql,tpch,27708
14.sql,tpch,2756
20.sql,tpch,8075
13.sql,tpch,7889
5.sql,tpch,22342
22.sql,tpch,3580
10.sql,tpch,9273
31.sql,tpch,3626
28.sql,tpch,7856
36.sql,tpch,8317
3.sql,tpch,7629
7.sql,tpch,15506
35.sql,tpch,1931
16.sql,tpch,6912
24.sql,tpch,14717
4.sql,tpch,6380
8.sql,tpch,77745
19.sql,tpch,6976
26.sql,tpch,9033
38.sql,tpch,2733
18.sql,tpch,25060
30.sql,tpch,11927
23.sql,tpch,6903
37.sql,tpch,2753
32.sql,tpch,5407
12.sql,tpch,21077
6.sql,tpch,1815
21.sql,tpch,29893
25.sql,tpch,24998
17.sql,tpch,45339
11.sql,tpch,7113
27.sql,tpch,45777
9.sql,tpch,115197
2.sql,tpch,7226
29.sql,tpch,52007
33.sql,tpch,13627
34.sql,tpch,16188
15.sql,tpch,8385
1.sql,tpch,28690
14.sql,tpch,7865
20.sql,tpch,8949
13.sql,tpch,12584
5.sql,tpch,23930
22.sql,tpch,4388
10.sql,tpch,9114
31.sql,tpch,4007
28.sql,tpch,9243
36.sql,tpch,5530
3.sql,tpch,14972
7.sql,tpch,24554
35.sql,tpch,2472
16.sql,tpch,6882
24.sql,tpch,16254
4.sql,tpch,23057
8.sql,tpch,143292
19.sql,tpch,5934
26.sql,tpch,9198
query64.sql,tpcds,54345
query85.sql,tpcds,6152
query17.sql,tpcds,21337
query131.sql,tpcds,1941
query112.sql,tpcds,1991
query39.sql,tpcds,-1
query58.sql,tpcds,5304
query36.sql,tpcds,3343
query121.sql,tpcds,2238
query115.sql,tpcds,2319
query20.sql,tpcds,2259
query22.sql,tpcds,3657
query24.sql,tpcds,-1
query49.sql,tpcds,8758
query83.sql,tpcds,3766
query71.sql,tpcds,3107
query108.sql,tpcds,2307
query11.sql,tpcds,25559
query125.sql,tpcds,1812
query5.sql,tpcds,6646
query116.sql,tpcds,2139
query6.sql,tpcds,6251
query92.sql,tpcds,2125
query104.sql,tpcds,990
query88.sql,tpcds,6577
query65.sql,tpcds,5382
query52.sql,tpcds,1494
query130.sql,tpcds,2032
query31.sql,tpcds,8705
query114.sql,tpcds,1803
query54.sql,tpcds,6202
query76.sql,tpcds,3584
query72.sql,tpcds,27092
query18.sql,tpcds,4185
query35.sql,tpcds,6514
query100.sql,tpcds,829
query95.sql,tpcds,11461
query90.sql,tpcds,1864
query7.sql,tpcds,3952
query37.sql,tpcds,1793
query21.sql,tpcds,1765
query93.sql,tpcds,10172
query129.sql,tpcds,1677
query109.sql,tpcds,1814
query126.sql,tpcds,1841
query29.sql,tpcds,14181
query67.sql,tpcds,-1
query50.sql,tpcds,7218
query23.sql,tpcds,-1
query87.sql,tpcds,10393
query10.sql,tpcds,4910
query118.sql,tpcds,2457
query82.sql,tpcds,3083
query117.sql,tpcds,2691
query120.sql,tpcds,2099
query98.sql,tpcds,1768
query122.sql,tpcds,2136
query33.sql,tpcds,3896
query94.sql,tpcds,4748
query9.sql,tpcds,6374
query14.sql,tpcds,-1
query101.sql,tpcds,719
query42.sql,tpcds,1183
query70.sql,tpcds,3083
query73.sql,tpcds,1789
query16.sql,tpcds,7368
query26.sql,tpcds,2626
query32.sql,tpcds,1789
query123.sql,tpcds,2267
query43.sql,tpcds,1763
query99.sql,tpcds,2526
query34.sql,tpcds,2572
query86.sql,tpcds,1688
query25.sql,tpcds,12561
query66.sql,tpcds,5317
query128.sql,tpcds,1639
query102.sql,tpcds,1062
query59.sql,tpcds,4117
query107.sql,tpcds,1246
query12.sql,tpcds,1836
query69.sql,tpcds,3764
query124.sql,tpcds,1709
query113.sql,tpcds,1856
query27.sql,tpcds,2690
query38.sql,tpcds,10100
query77.sql,tpcds,27874
query103.sql,tpcds,874
query19.sql,tpcds,3023
query81.sql,tpcds,3523
query13.sql,tpcds,1972
query48.sql,tpcds,3024
query4.sql,tpcds,42538
query63.sql,tpcds,2197
query91.sql,tpcds,1468
query28.sql,tpcds,8220
query68.sql,tpcds,3220
query55.sql,tpcds,1152
query41.sql,tpcds,727
query61.sql,tpcds,1710
query47.sql,tpcds,17349
query56.sql,tpcds,3690
query51.sql,tpcds,11461
query96.sql,tpcds,1271
query3.sql,tpcds,1265
query84.sql,tpcds,2351
query45.sql,tpcds,2375
query60.sql,tpcds,3936
query89.sql,tpcds,2186
query8.sql,tpcds,3154
query2.sql,tpcds,3725
query30.sql,tpcds,-1
query97.sql,tpcds,6171
query75.sql,tpcds,20600
query80.sql,tpcds,23341
query111.sql,tpcds,1619
query15.sql,tpcds,2916
query106.sql,tpcds,1160
query79.sql,tpcds,2003
query40.sql,tpcds,5618
query57.sql,tpcds,9475
query110.sql,tpcds,1690
query78.sql,tpcds,24549
query62.sql,tpcds,1901
query127.sql,tpcds,1911
query105.sql,tpcds,1191
query44.sql,tpcds,4551
query1.sql,tpcds,3640
query74.sql,tpcds,36540
query53.sql,tpcds,2382
query46.sql,tpcds,2623
query119.sql,tpcds,2551
query64.sql,tpcds,121636
query85.sql,tpcds,4264
query17.sql,tpcds,22515
query131.sql,tpcds,2049
query112.sql,tpcds,1684
query39.sql,tpcds,-1
query58.sql,tpcds,4070
query36.sql,tpcds,2244
query121.sql,tpcds,2119
query115.sql,tpcds,2044
query20.sql,tpcds,1613
query22.sql,tpcds,3968
query24.sql,tpcds,-1
query49.sql,tpcds,8253
query83.sql,tpcds,3285
query71.sql,tpcds,2416
query108.sql,tpcds,1346
query11.sql,tpcds,27344
query125.sql,tpcds,1795
query5.sql,tpcds,6927
query116.sql,tpcds,1607
query6.sql,tpcds,6312
query92.sql,tpcds,2321
query104.sql,tpcds,1793
query88.sql,tpcds,6301
query65.sql,tpcds,5575
query52.sql,tpcds,1208
query130.sql,tpcds,2189
query31.sql,tpcds,8886
query114.sql,tpcds,2397
query54.sql,tpcds,6258
query76.sql,tpcds,3563
query72.sql,tpcds,26392
query18.sql,tpcds,3847
query35.sql,tpcds,6352
query100.sql,tpcds,1057
query95.sql,tpcds,11511
query90.sql,tpcds,2251
query7.sql,tpcds,4092
query37.sql,tpcds,2423
query21.sql,tpcds,1820
query93.sql,tpcds,10710
query129.sql,tpcds,1714
query109.sql,tpcds,1795
query126.sql,tpcds,1932
query29.sql,tpcds,15951
query67.sql,tpcds,-1
query50.sql,tpcds,7741
query23.sql,tpcds,-1
query87.sql,tpcds,10129
query10.sql,tpcds,5237
query118.sql,tpcds,2986
query82.sql,tpcds,2855
query117.sql,tpcds,2718
query120.sql,tpcds,2252
query98.sql,tpcds,1861
query122.sql,tpcds,2166
query33.sql,tpcds,4173
query94.sql,tpcds,4864
query9.sql,tpcds,6383
query14.sql,tpcds,-1
query101.sql,tpcds,781
query42.sql,tpcds,1072
query70.sql,tpcds,2698
query73.sql,tpcds,1501
query16.sql,tpcds,8670
query26.sql,tpcds,2655
query32.sql,tpcds,1809
query123.sql,tpcds,2257
query43.sql,tpcds,1905
query99.sql,tpcds,2685
query34.sql,tpcds,2676
query86.sql,tpcds,1766
query25.sql,tpcds,13732
query66.sql,tpcds,4460
query128.sql,tpcds,1690
query102.sql,tpcds,814
query59.sql,tpcds,3867
query107.sql,tpcds,1244
query12.sql,tpcds,1794
query69.sql,tpcds,3683
query124.sql,tpcds,1553
query113.sql,tpcds,1668
query27.sql,tpcds,3408
query38.sql,tpcds,10816
query77.sql,tpcds,27791
query103.sql,tpcds,927
query19.sql,tpcds,3434
query81.sql,tpcds,3628
query13.sql,tpcds,2941
query48.sql,tpcds,2840
query4.sql,tpcds,50278
query63.sql,tpcds,2052
query91.sql,tpcds,1240
query28.sql,tpcds,8096
query68.sql,tpcds,19693
query55.sql,tpcds,4699
query41.sql,tpcds,1153
query61.sql,tpcds,1803
query47.sql,tpcds,15733
query56.sql,tpcds,3664
query51.sql,tpcds,11640
query96.sql,tpcds,1178
query3.sql,tpcds,1236
query84.sql,tpcds,2324
query45.sql,tpcds,2025
query60.sql,tpcds,4927
query89.sql,tpcds,2137
query8.sql,tpcds,2777
query2.sql,tpcds,3373
query30.sql,tpcds,-1
query97.sql,tpcds,5746
query75.sql,tpcds,22055
query80.sql,tpcds,20382
query111.sql,tpcds,2089
query15.sql,tpcds,2528
query106.sql,tpcds,899
query79.sql,tpcds,2450
query40.sql,tpcds,5366
query57.sql,tpcds,9157
query110.sql,tpcds,1129
query78.sql,tpcds,22835
query62.sql,tpcds,1750
query127.sql,tpcds,1916
query105.sql,tpcds,1437
query44.sql,tpcds,3119
query1.sql,tpcds,3404
query74.sql,tpcds,23125
query53.sql,tpcds,1997
query46.sql,tpcds,3327
query119.sql,tpcds,3048
query64.sql,tpcds,135299
query85.sql,tpcds,4237
query17.sql,tpcds,28254
query131.sql,tpcds,1693
query112.sql,tpcds,1521
query39.sql,tpcds,-1
query58.sql,tpcds,3409
query36.sql,tpcds,2275
query121.sql,tpcds,2624
query115.sql,tpcds,2413
query20.sql,tpcds,1583
query22.sql,tpcds,3753
query24.sql,tpcds,-1
query49.sql,tpcds,7633
query83.sql,tpcds,2673
query71.sql,tpcds,3136
query108.sql,tpcds,888
query11.sql,tpcds,27080
query125.sql,tpcds,1810
query5.sql,tpcds,7767
query116.sql,tpcds,2700
query6.sql,tpcds,7474
query92.sql,tpcds,1965
query104.sql,tpcds,1275
query88.sql,tpcds,6865
query65.sql,tpcds,4783
query52.sql,tpcds,1185
query130.sql,tpcds,2099
query31.sql,tpcds,10221
query114.sql,tpcds,2132
query54.sql,tpcds,5650
query76.sql,tpcds,3260
query72.sql,tpcds,26021
query18.sql,tpcds,3523
query35.sql,tpcds,6464
query100.sql,tpcds,860
query95.sql,tpcds,12290
query90.sql,tpcds,1943
query7.sql,tpcds,3808
query37.sql,tpcds,1767
query21.sql,tpcds,2501
query93.sql,tpcds,10283
query129.sql,tpcds,1714
query109.sql,tpcds,1879
query126.sql,tpcds,1881
query29.sql,tpcds,13676
query67.sql,tpcds,-1
query50.sql,tpcds,6111
query23.sql,tpcds,-1
query87.sql,tpcds,10450
query10.sql,tpcds,5068
query118.sql,tpcds,2193
query82.sql,tpcds,3023
query117.sql,tpcds,2016
query120.sql,tpcds,1954
query98.sql,tpcds,1661
query122.sql,tpcds,1707
query33.sql,tpcds,3380
query94.sql,tpcds,5046
query9.sql,tpcds,6793
query14.sql,tpcds,-1
query101.sql,tpcds,922
query42.sql,tpcds,1355
query70.sql,tpcds,2876
query73.sql,tpcds,2555
query16.sql,tpcds,7267
query26.sql,tpcds,2680
query32.sql,tpcds,1837
query123.sql,tpcds,2302
query43.sql,tpcds,1951
query99.sql,tpcds,2743
query34.sql,tpcds,2535
query86.sql,tpcds,1786
query25.sql,tpcds,13691
query66.sql,tpcds,5075
query128.sql,tpcds,1638
query102.sql,tpcds,1196
query59.sql,tpcds,4003
query107.sql,tpcds,1156
query12.sql,tpcds,1971
query69.sql,tpcds,3318
query124.sql,tpcds,1578
query113.sql,tpcds,2025
query27.sql,tpcds,3228
query38.sql,tpcds,12078
query77.sql,tpcds,27099
query103.sql,tpcds,1169
query19.sql,tpcds,2789
query81.sql,tpcds,3640
query13.sql,tpcds,2334
query48.sql,tpcds,2949
query4.sql,tpcds,61911
query63.sql,tpcds,1892
query91.sql,tpcds,2149
query28.sql,tpcds,11793
query68.sql,tpcds,4837
query55.sql,tpcds,1294
query41.sql,tpcds,785
query61.sql,tpcds,2376
query47.sql,tpcds,15847
query56.sql,tpcds,3545
query51.sql,tpcds,12298
query96.sql,tpcds,1045
query3.sql,tpcds,1328
query84.sql,tpcds,2662
query45.sql,tpcds,2591
query60.sql,tpcds,5368
query89.sql,tpcds,2343
query8.sql,tpcds,3350
query2.sql,tpcds,3388
query30.sql,tpcds,-1
query97.sql,tpcds,5462
query75.sql,tpcds,21603
query80.sql,tpcds,22373
query111.sql,tpcds,1609
query15.sql,tpcds,2718
query106.sql,tpcds,1186
query79.sql,tpcds,2572
query40.sql,tpcds,5695
query57.sql,tpcds,9528
query110.sql,tpcds,2097
query78.sql,tpcds,25297
query62.sql,tpcds,1780
query127.sql,tpcds,1981
query105.sql,tpcds,1459
query44.sql,tpcds,3199
query1.sql,tpcds,3718
query74.sql,tpcds,25386
query53.sql,tpcds,1713
query46.sql,tpcds,3283
query119.sql,tpcds,2683
query64.sql,tpcds,93856
query85.sql,tpcds,4040
query17.sql,tpcds,22499
query131.sql,tpcds,1706
query112.sql,tpcds,1742
query39.sql,tpcds,-1
query58.sql,tpcds,4451
query36.sql,tpcds,1921
query121.sql,tpcds,2105
query115.sql,tpcds,2224
query20.sql,tpcds,1647
query22.sql,tpcds,3829
query24.sql,tpcds,-1
query49.sql,tpcds,8375
query83.sql,tpcds,2600
query71.sql,tpcds,3841
query108.sql,tpcds,1888
query11.sql,tpcds,26930
query125.sql,tpcds,1822
query5.sql,tpcds,7505
query116.sql,tpcds,2780
query6.sql,tpcds,6244
query92.sql,tpcds,1677
query104.sql,tpcds,953
query88.sql,tpcds,6806
query65.sql,tpcds,5239
query52.sql,tpcds,1303
query130.sql,tpcds,2031
query31.sql,tpcds,8526
query114.sql,tpcds,2743
query54.sql,tpcds,6759
query76.sql,tpcds,3614
query72.sql,tpcds,25958
query18.sql,tpcds,4064
query35.sql,tpcds,6542
query100.sql,tpcds,1226
query95.sql,tpcds,16222
query90.sql,tpcds,1929
query7.sql,tpcds,4196
query37.sql,tpcds,1687
query21.sql,tpcds,2264
query93.sql,tpcds,11160
query129.sql,tpcds,1591
query109.sql,tpcds,1616
query126.sql,tpcds,2319
query29.sql,tpcds,18118
query67.sql,tpcds,-1
query50.sql,tpcds,9678
query23.sql,tpcds,-1
query87.sql,tpcds,10247
query10.sql,tpcds,4761
query118.sql,tpcds,2793
query82.sql,tpcds,3225
query117.sql,tpcds,2443
query120.sql,tpcds,1928
query98.sql,tpcds,1567
query122.sql,tpcds,1812
query33.sql,tpcds,4660
query94.sql,tpcds,5147
query9.sql,tpcds,6180
query14.sql,tpcds,-1
query101.sql,tpcds,1648
query42.sql,tpcds,1130
query70.sql,tpcds,2928
query73.sql,tpcds,1494
query16.sql,tpcds,7508
query26.sql,tpcds,3148
query32.sql,tpcds,1795
query123.sql,tpcds,2353
query43.sql,tpcds,1787
query99.sql,tpcds,2524
query34.sql,tpcds,2917
query86.sql,tpcds,1413
query25.sql,tpcds,13069
query66.sql,tpcds,5337
query128.sql,tpcds,1557
query102.sql,tpcds,1214
query59.sql,tpcds,4121
query107.sql,tpcds,1450
query12.sql,tpcds,1892
query69.sql,tpcds,3556
query124.sql,tpcds,1563
query113.sql,tpcds,2261
query27.sql,tpcds,3166
query38.sql,tpcds,10365
query77.sql,tpcds,27951
query103.sql,tpcds,854
query19.sql,tpcds,2562
query81.sql,tpcds,3634
query13.sql,tpcds,2096
query48.sql,tpcds,3287
query4.sql,tpcds,45432
query63.sql,tpcds,1640
query91.sql,tpcds,2015
query28.sql,tpcds,8550
query68.sql,tpcds,5344
query55.sql,tpcds,1156
query41.sql,tpcds,588
query61.sql,tpcds,2212
query47.sql,tpcds,17452
query56.sql,tpcds,3602
query51.sql,tpcds,11817
query96.sql,tpcds,897
query3.sql,tpcds,1082
query84.sql,tpcds,2797
query45.sql,tpcds,2107
query60.sql,tpcds,4625
query89.sql,tpcds,2376
query8.sql,tpcds,2479
query2.sql,tpcds,3547
query30.sql,tpcds,-1
query97.sql,tpcds,5880
query75.sql,tpcds,20903
query80.sql,tpcds,28617
query111.sql,tpcds,1973
query15.sql,tpcds,2560
query106.sql,tpcds,1009
query79.sql,tpcds,2689
query40.sql,tpcds,5626
query57.sql,tpcds,9744
query110.sql,tpcds,2176
query78.sql,tpcds,25130
query62.sql,tpcds,1825
query127.sql,tpcds,1880
query105.sql,tpcds,1137
query44.sql,tpcds,3251
query1.sql,tpcds,3619
query74.sql,tpcds,25339
query53.sql,tpcds,1688
query46.sql,tpcds,3670
query119.sql,tpcds,2302
query64.sql,tpcds,129200
query85.sql,tpcds,4061
query17.sql,tpcds,17249
query131.sql,tpcds,1370
query112.sql,tpcds,1413
query39.sql,tpcds,-1
query58.sql,tpcds,3663
query36.sql,tpcds,2127
query121.sql,tpcds,2861
query115.sql,tpcds,2017
query20.sql,tpcds,1459
query22.sql,tpcds,3174
query24.sql,tpcds,-1
query49.sql,tpcds,9537
query83.sql,tpcds,2899
query71.sql,tpcds,3102
query108.sql,tpcds,1008
query11.sql,tpcds,25612
query125.sql,tpcds,2197
query5.sql,tpcds,7261
query116.sql,tpcds,1576
query6.sql,tpcds,5742
query92.sql,tpcds,1861
query104.sql,tpcds,1016
query88.sql,tpcds,14799
query65.sql,tpcds,14991
query52.sql,tpcds,1098
query130.sql,tpcds,2076
query31.sql,tpcds,9357
query114.sql,tpcds,2224
query54.sql,tpcds,6448
query76.sql,tpcds,3175
query72.sql,tpcds,25360
query18.sql,tpcds,3387
query35.sql,tpcds,6528
query100.sql,tpcds,1615
query95.sql,tpcds,11046
query90.sql,tpcds,2255
query7.sql,tpcds,3522
query37.sql,tpcds,1885
query21.sql,tpcds,2327
query93.sql,tpcds,11182
query129.sql,tpcds,2133
query109.sql,tpcds,1481
query126.sql,tpcds,2176
query29.sql,tpcds,17978
query67.sql,tpcds,-1
query50.sql,tpcds,7503
query23.sql,tpcds,-1
query87.sql,tpcds,10560
query10.sql,tpcds,4628
query118.sql,tpcds,2785
query82.sql,tpcds,3368
query117.sql,tpcds,2355
query120.sql,tpcds,2117
query98.sql,tpcds,2615
query122.sql,tpcds,2890
query33.sql,tpcds,4610
query94.sql,tpcds,5012
query9.sql,tpcds,5930
query14.sql,tpcds,-1
query101.sql,tpcds,1468
query42.sql,tpcds,1213
query70.sql,tpcds,2940
query73.sql,tpcds,2511
query16.sql,tpcds,7226
query26.sql,tpcds,2905
query32.sql,tpcds,1858
query123.sql,tpcds,2385
query43.sql,tpcds,2009
query99.sql,tpcds,2854
query34.sql,tpcds,3125
query86.sql,tpcds,1553
query25.sql,tpcds,13240
query66.sql,tpcds,4941
query128.sql,tpcds,1837
query102.sql,tpcds,1127
query59.sql,tpcds,3738
query107.sql,tpcds,1074
query12.sql,tpcds,1981
query69.sql,tpcds,3572
query124.sql,tpcds,1811
query113.sql,tpcds,2020
query27.sql,tpcds,3194
query38.sql,tpcds,10236
query77.sql,tpcds,29703
query103.sql,tpcds,784
query19.sql,tpcds,2642
query81.sql,tpcds,3739
query13.sql,tpcds,2340
query48.sql,tpcds,4119
query4.sql,tpcds,45131
query63.sql,tpcds,5138
query91.sql,tpcds,2964
query28.sql,tpcds,11927
query68.sql,tpcds,5761
query55.sql,tpcds,1278
query41.sql,tpcds,648
query61.sql,tpcds,1654
query47.sql,tpcds,15627
query56.sql,tpcds,3796
query51.sql,tpcds,11787
query96.sql,tpcds,970
query3.sql,tpcds,1309
query84.sql,tpcds,2528
query45.sql,tpcds,2246
query60.sql,tpcds,4696
query89.sql,tpcds,2143
query8.sql,tpcds,2705
query2.sql,tpcds,3391
query30.sql,tpcds,-1
query97.sql,tpcds,5374
query75.sql,tpcds,22976
query80.sql,tpcds,23387
query111.sql,tpcds,1915
query15.sql,tpcds,2757
query106.sql,tpcds,1643
query79.sql,tpcds,2668
query40.sql,tpcds,5357
query57.sql,tpcds,8647
query110.sql,tpcds,1625
query78.sql,tpcds,22959
query62.sql,tpcds,1727
query127.sql,tpcds,1957
query105.sql,tpcds,1685
query44.sql,tpcds,3202
query1.sql,tpcds,3551
query74.sql,tpcds,23472
query53.sql,tpcds,2000
query46.sql,tpcds,3576
query119.sql,tpcds,2701
query64.sql,tpcds,82891
query85.sql,tpcds,3823
query17.sql,tpcds,15151
query131.sql,tpcds,1673
query112.sql,tpcds,2005
query39.sql,tpcds,-1
query58.sql,tpcds,3661
query36.sql,tpcds,2103
query121.sql,tpcds,2051
query115.sql,tpcds,2600
query20.sql,tpcds,1358
query22.sql,tpcds,3489
query24.sql,tpcds,-1
query49.sql,tpcds,8044
query83.sql,tpcds,2889
query71.sql,tpcds,2403
query108.sql,tpcds,913
query11.sql,tpcds,25394
query125.sql,tpcds,1792
query5.sql,tpcds,7270
query116.sql,tpcds,2048
query6.sql,tpcds,6251
query92.sql,tpcds,1499
query104.sql,tpcds,919
query88.sql,tpcds,6740
query65.sql,tpcds,5103
query52.sql,tpcds,1264
query130.sql,tpcds,2203
query31.sql,tpcds,8827
query114.sql,tpcds,2518
query54.sql,tpcds,5539
query76.sql,tpcds,2741
query72.sql,tpcds,26817
query18.sql,tpcds,3868
query35.sql,tpcds,6175
query100.sql,tpcds,1546
query95.sql,tpcds,11057
query90.sql,tpcds,1988
query7.sql,tpcds,3567
query37.sql,tpcds,1720
query21.sql,tpcds,2058
query93.sql,tpcds,10192
query129.sql,tpcds,1708
query109.sql,tpcds,1953
query126.sql,tpcds,1972
query29.sql,tpcds,18168
query67.sql,tpcds,-1
query50.sql,tpcds,8573
query23.sql,tpcds,-1
query87.sql,tpcds,9631
query10.sql,tpcds,4774
query118.sql,tpcds,2284
